OA,Super Group,Super Group Name,Group,Group Name,Sub Group,Local Authority
E00018314,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2b,Newham
E00018315,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00018316,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00018317,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00018318,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00018319,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2a,Newham
E00018320,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2b,Newham
E00018321,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00018322,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2b,Newham
E00018323,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00018324,D,Urban Elites,D1,Educational advantage,D1c,Newham
E00018325,C,Settled Asians,C2,Transport service workers,C2b,Newham
E00018326,B,High Density & High Rise Flats,B2,Bangladeshi enclaves,B2b,Newham
E00018327,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00018328,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00018329,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2b,Newham
E00018330,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2b,Newham
E00018331,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2a,Newham
E00018332,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00018333,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2a,Newham
E00018334,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00018335,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00018336,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2b,Newham
E00174960,D,Urban Elites,D1,Educational advantage,D1a,Newham
E00174961,D,Urban Elites,D1,Educational advantage,D1a,Newham
E00174962,D,Urban Elites,D1,Educational advantage,D1a,Newham
E00174963,B,High Density & High Rise Flats,B3,Students & minority mix,B3a,Newham
E00174964,D,Urban Elites,D1,Educational advantage,D1a,Newham
E00174965,D,Urban Elites,D1,Educational advantage,D1a,Newham
E00174966,D,Urban Elites,D1,Educational advantage,D1a,Newham
E00174967,D,Urban Elites,D1,Educational advantage,D1a,Newham
E00174968,D,Urban Elites,D1,Educational advantage,D1a,Newham
E00174969,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2b,Newham
E00174970,D,Urban Elites,D1,Educational advantage,D1a,Newham
E00174971,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00174972,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00174973,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00174974,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2a,Newham
E00174975,D,Urban Elites,D1,Educational advantage,D1c,Newham
E00174976,D,Urban Elites,D1,Educational advantage,D1c,Newham
E00174977,D,Urban Elites,D1,Educational advantage,D1a,Newham
E00174978,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2a,Newham
E00174979,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00174980,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00174981,D,Urban Elites,D1,Educational advantage,D1b,Newham
E00174982,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00174983,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00174984,B,High Density & High Rise Flats,B1,Disadvantaged diaspora,B1a,Newham
E00174985,D,Urban Elites,D1,Educational advantage,D1c,Newham
E00174986,D,Urban Elites,D1,Educational advantage,D1c,Newham
E00174987,B,High Density & High Rise Flats,B2,Bangladeshi enclaves,B2b,Newham
E00174988,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00174989,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00174990,D,Urban Elites,D1,Educational advantage,D1a,Newham
E00174991,E,City Vibe,E1,City & student fringe,E1b,Newham
E00174992,D,Urban Elites,D1,Educational advantage,D1a,Newham
E00174993,D,Urban Elites,D1,Educational advantage,D1a,Newham
E00174994,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1b,Newham
E00174995,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00174996,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00174997,C,Settled Asians,C3,East End Asians,C3a,Newham
E00174998,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00174999,D,Urban Elites,D1,Educational advantage,D1c,Newham
E00175000,D,Urban Elites,D1,Educational advantage,D1c,Newham
E00175001,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1b,Newham
E00175002,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00175003,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1b,Newham
E00175004,C,Settled Asians,C3,East End Asians,C3b,Newham
E00175005,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2a,Newham
E00175006,C,Settled Asians,C1,Asian owner occupiers,C1a,Newham
E00175007,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2a,Newham
E00175008,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2a,Newham
E00175009,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00175010,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00175011,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00175012,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00175013,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00175014,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00175015,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2b,Newham
E00175016,D,Urban Elites,D1,Educational advantage,D1a,Newham
E00175017,D,Urban Elites,D1,Educational advantage,D1a,Newham
E00175018,D,Urban Elites,D1,Educational advantage,D1a,Newham
E00175019,C,Settled Asians,C3,East End Asians,C3b,Newham
E00175020,B,High Density & High Rise Flats,B2,Bangladeshi enclaves,B2a,Newham
E00175021,D,Urban Elites,D1,Educational advantage,D1a,Newham
E00175022,D,Urban Elites,D1,Educational advantage,D1a,Newham
E00175023,D,Urban Elites,D1,Educational advantage,D1c,Newham
E00175024,D,Urban Elites,D1,Educational advantage,D1c,Newham
E00175025,D,Urban Elites,D1,Educational advantage,D1a,Newham
E00175026,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00175027,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00175028,D,Urban Elites,D1,Educational advantage,D1a,Newham
E00175029,D,Urban Elites,D1,Educational advantage,D1c,Newham
E00175030,D,Urban Elites,D1,Educational advantage,D1c,Newham
E00175031,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2b,Newham
E00175032,B,High Density & High Rise Flats,B3,Students & minority mix,B3b,Newham
E00175033,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2b,Newham
E00175034,D,Urban Elites,D1,Educational advantage,D1c,Newham
E00175035,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00175036,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00175037,D,Urban Elites,D1,Educational advantage,D1c,Newham
E00175038,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2a,Newham
E00175039,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1b,Newham
E00175040,D,Urban Elites,D1,Educational advantage,D1c,Newham
E00175041,C,Settled Asians,C3,East End Asians,C3a,Newham
E00175042,B,High Density & High Rise Flats,B1,Disadvantaged diaspora,B1b,Newham
E00175043,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2b,Newham
E00175044,D,Urban Elites,D1,Educational advantage,D1c,Newham
E00175045,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2b,Newham
E00175046,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2b,Newham
E00175047,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00175048,C,Settled Asians,C3,East End Asians,C3a,Newham
E00175049,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00175050,C,Settled Asians,C3,East End Asians,C3c,Newham
E00175051,B,High Density & High Rise Flats,B3,Students & minority mix,B3a,Newham
E00175052,C,Settled Asians,C3,East End Asians,C3a,Newham
E00175053,B,High Density & High Rise Flats,B3,Students & minority mix,B3a,Newham
E00175054,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00175055,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00175056,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00175057,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2b,Newham
E00175058,D,Urban Elites,D1,Educational advantage,D1c,Newham
E00175059,C,Settled Asians,C3,East End Asians,C3a,Newham
E00175060,D,Urban Elites,D1,Educational advantage,D1a,Newham
E00175061,C,Settled Asians,C3,East End Asians,C3a,Newham
E00175062,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2a,Newham
E00175063,B,High Density & High Rise Flats,B3,Students & minority mix,B3a,Newham
E00175064,C,Settled Asians,C3,East End Asians,C3b,Newham
E00175065,C,Settled Asians,C3,East End Asians,C3b,Newham
E00175066,D,Urban Elites,D1,Educational advantage,D1b,Newham
E00175067,D,Urban Elites,D1,Educational advantage,D1a,Newham
E00175068,D,Urban Elites,D1,Educational advantage,D1a,Newham
E00175069,C,Settled Asians,C3,East End Asians,C3b,Newham
E00175070,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1b,Newham
E00175071,B,High Density & High Rise Flats,B2,Bangladeshi enclaves,B2b,Newham
E00175072,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00175073,D,Urban Elites,D1,Educational advantage,D1a,Newham
E00175074,D,Urban Elites,D1,Educational advantage,D1a,Newham
E00175075,C,Settled Asians,C3,East End Asians,C3a,Newham
E00175076,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00175077,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00175078,B,High Density & High Rise Flats,B3,Students & minority mix,B3a,Newham
E00175079,D,Urban Elites,D1,Educational advantage,D1c,Newham
E00175080,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00175081,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00175082,C,Settled Asians,C3,East End Asians,C3a,Newham
E00175083,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2a,Newham
E00175084,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2b,Newham
E00175085,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00175086,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2b,Newham
E00018337,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2a,Redbridge
E00018338,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2a,Redbridge
E00018339,C,Settled Asians,C1,Asian owner occupiers,C1b,Redbridge
E00018340,C,Settled Asians,C1,Asian owner occupiers,C1b,Redbridge
E00018341,C,Settled Asians,C1,Asian owner occupiers,C1a,Redbridge
E00018342,C,Settled Asians,C1,Asian owner occupiers,C1a,Redbridge
E00018343,C,Settled Asians,C1,Asian owner occupiers,C1b,Redbridge
E00018344,C,Settled Asians,C1,Asian owner occupiers,C1b,Redbridge
E00018345,C,Settled Asians,C3,East End Asians,C3d,Redbridge
E00018346,C,Settled Asians,C3,East End Asians,C3d,Redbridge
E00018347,C,Settled Asians,C1,Asian owner occupiers,C1b,Redbridge
E00018348,C,Settled Asians,C1,Asian owner occupiers,C1b,Redbridge
E00018349,C,Settled Asians,C1,Asian owner occupiers,C1b,Redbridge
E00018350,C,Settled Asians,C1,Asian owner occupiers,C1b,Redbridge
E00018351,C,Settled Asians,C1,Asian owner occupiers,C1b,Redbridge
E00018352,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Redbridge
E00018353,C,Settled Asians,C1,Asian owner occupiers,C1a,Redbridge
E00018354,C,Settled Asians,C1,Asian owner occupiers,C1b,Redbridge
E00018355,C,Settled Asians,C1,Asian owner occupiers,C1b,Redbridge
E00018356,C,Settled Asians,C1,Asian owner occupiers,C1b,Redbridge
E00018357,C,Settled Asians,C1,Asian owner occupiers,C1a,Redbridge
E00018358,C,Settled Asians,C1,Asian owner occupiers,C1b,Redbridge
E00018359,C,Settled Asians,C1,Asian owner occupiers,C1b,Redbridge
E00018360,C,Settled Asians,C1,Asian owner occupiers,C1b,Redbridge
E00018361,C,Settled Asians,C1,Asian owner occupiers,C1b,Redbridge
E00018362,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2a,Redbridge
E00018363,C,Settled Asians,C1,Asian owner occupiers,C1b,Redbridge
E00018364,C,Settled Asians,C3,East End Asians,C3d,Redbridge
E00018365,C,Settled Asians,C3,East End Asians,C3d,Redbridge
E00018366,C,Settled Asians,C1,Asian owner occupiers,C1b,Redbridge
E00018367,C,Settled Asians,C1,Asian owner occupiers,C1b,Redbridge
E00018368,C,Settled Asians,C1,Asian owner occupiers,C1a,Redbridge
E00018370,C,Settled Asians,C1,Asian owner occupiers,C1b,Redbridge
E00018371,C,Settled Asians,C1,Asian owner occupiers,C1b,Redbridge
E00018372,C,Settled Asians,C3,East End Asians,C3d,Redbridge
E00018373,C,Settled Asians,C1,Asian owner occupiers,C1b,Redbridge
E00018374,C,Settled Asians,C1,Asian owner occupiers,C1b,Redbridge
E00018375,C,Settled Asians,C1,Asian owner occupiers,C1b,Redbridge
E00018376,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Redbridge
E00018377,C,Settled Asians,C3,East End Asians,C3e,Redbridge
E00018378,C,Settled Asians,C4,Elderly Asians,C4b,Redbridge
E00018379,C,Settled Asians,C1,Asian owner occupiers,C1b,Redbridge
E00018380,C,Settled Asians,C3,East End Asians,C3e,Redbridge
E00018381,C,Settled Asians,C2,Transport service workers,C2b,Redbridge
E00018382,C,Settled Asians,C1,Asian owner occupiers,C1b,Redbridge
E00018383,C,Settled Asians,C1,Asian owner occupiers,C1b,Redbridge
E00018384,C,Settled Asians,C3,East End Asians,C3e,Redbridge
E00018385,C,Settled Asians,C1,Asian owner occupiers,C1b,Redbridge
E00018386,C,Settled Asians,C3,East End Asians,C3e,Redbridge
E00018387,C,Settled Asians,C3,East End Asians,C3e,Redbridge
E00018388,C,Settled Asians,C3,East End Asians,C3d,Redbridge
E00018389,C,Settled Asians,C3,East End Asians,C3d,Redbridge
E00018390,C,Settled Asians,C1,Asian owner occupiers,C1b,Redbridge
E00018391,C,Settled Asians,C3,East End Asians,C3d,Redbridge
E00018392,H,Ageing City Fringe,H2,Not quite Home Counties,H2a,Redbridge
E00018393,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Redbridge
E00018394,C,Settled Asians,C1,Asian owner occupiers,C1b,Redbridge
E00018395,C,Settled Asians,C4,Elderly Asians,C4b,Redbridge
E00018396,H,Ageing City Fringe,H1,Detached retirement,H1a,Redbridge
E00018397,H,Ageing City Fringe,H1,Detached retirement,H1a,Redbridge
E00018398,C,Settled Asians,C1,Asian owner occupiers,C1b,Redbridge
E00018399,C,Settled Asians,C1,Asian owner occupiers,C1b,Redbridge
E00018400,C,Settled Asians,C1,Asian owner occupiers,C1b,Redbridge
E00018401,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1b,Redbridge
E00018402,C,Settled Asians,C1,Asian owner occupiers,C1b,Redbridge
E00018403,C,Settled Asians,C1,Asian owner occupiers,C1b,Redbridge
E00018404,C,Settled Asians,C1,Asian owner occupiers,C1b,Redbridge
E00018405,A,Intermediate Lifestyles,A2,Suburban localities,A2b,Redbridge
E00018406,H,Ageing City Fringe,H2,Not quite Home Counties,H2a,Redbridge
E00018407,A,Intermediate Lifestyles,A2,Suburban localities,A2b,Redbridge
E00018408,A,Intermediate Lifestyles,A1,Struggling suburbs,A1a,Redbridge
E00018409,C,Settled Asians,C1,Asian owner occupiers,C1a,Redbridge
E00018410,A,Intermediate Lifestyles,A2,Suburban localities,A2b,Redbridge
E00018411,A,Intermediate Lifestyles,A1,Struggling suburbs,A1a,Redbridge
E00018412,A,Intermediate Lifestyles,A1,Struggling suburbs,A1a,Redbridge
E00018413,H,Ageing City Fringe,H2,Not quite Home Counties,H2a,Redbridge
E00018414,A,Intermediate Lifestyles,A2,Suburban localities,A2b,Redbridge
E00018415,H,Ageing City Fringe,H2,Not quite Home Counties,H2a,Redbridge
E00018416,F,London Life-Cycle,F2,Affluent suburbs,F2a,Redbridge
E00018417,H,Ageing City Fringe,H2,Not quite Home Counties,H2a,Redbridge
E00018418,A,Intermediate Lifestyles,A2,Suburban localities,A2c,Redbridge
E00018419,A,Intermediate Lifestyles,A2,Suburban localities,A2b,Redbridge
E00018420,A,Intermediate Lifestyles,A1,Struggling suburbs,A1a,Redbridge
E00018421,A,Intermediate Lifestyles,A1,Struggling suburbs,A1b,Redbridge
E00018422,F,London Life-Cycle,F1,City enclaves,F1a,Redbridge
E00018423,H,Ageing City Fringe,H1,Detached retirement,H1a,Redbridge
E00018424,A,Intermediate Lifestyles,A2,Suburban localities,A2a,Redbridge
E00018425,A,Intermediate Lifestyles,A1,Struggling suburbs,A1a,Redbridge
E00018426,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2a,Redbridge
E00018427,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2a,Redbridge
E00018428,H,Ageing City Fringe,H2,Not quite Home Counties,H2a,Redbridge
E00018429,C,Settled Asians,C4,Elderly Asians,C4b,Redbridge
E00018430,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2a,Redbridge
E00018431,A,Intermediate Lifestyles,A2,Suburban localities,A2b,Redbridge
E00018432,A,Intermediate Lifestyles,A1,Struggling suburbs,A1a,Redbridge
E00018433,A,Intermediate Lifestyles,A1,Struggling suburbs,A1a,Redbridge
E00018434,A,Intermediate Lifestyles,A1,Struggling suburbs,A1a,Redbridge
E00018435,A,Intermediate Lifestyles,A1,Struggling suburbs,A1a,Redbridge
E00018436,H,Ageing City Fringe,H2,Not quite Home Counties,H2a,Redbridge
E00018437,F,London Life-Cycle,F2,Affluent suburbs,F2a,Redbridge
E00018438,A,Intermediate Lifestyles,A1,Struggling suburbs,A1a,Redbridge
E00018439,H,Ageing City Fringe,H2,Not quite Home Counties,H2a,Redbridge
E00018440,H,Ageing City Fringe,H2,Not quite Home Counties,H2a,Redbridge
E00018441,C,Settled Asians,C1,Asian owner occupiers,C1b,Redbridge
E00018442,C,Settled Asians,C3,East End Asians,C3d,Redbridge
E00018443,C,Settled Asians,C1,Asian owner occupiers,C1b,Redbridge
E00018444,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1b,Redbridge
E00018445,D,Urban Elites,D1,Educational advantage,D1c,Redbridge
E00018446,C,Settled Asians,C1,Asian owner occupiers,C1a,Redbridge
E00018447,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Redbridge
E00018448,A,Intermediate Lifestyles,A1,Struggling suburbs,A1a,Redbridge
E00018449,C,Settled Asians,C3,East End Asians,C3d,Redbridge
E00018450,A,Intermediate Lifestyles,A1,Struggling suburbs,A1a,Redbridge
E00018451,C,Settled Asians,C1,Asian owner occupiers,C1b,Redbridge
E00018452,C,Settled Asians,C1,Asian owner occupiers,C1b,Redbridge
E00018453,C,Settled Asians,C1,Asian owner occupiers,C1b,Redbridge
E00018454,C,Settled Asians,C1,Asian owner occupiers,C1b,Redbridge
E00018455,A,Intermediate Lifestyles,A1,Struggling suburbs,A1a,Redbridge
E00018456,C,Settled Asians,C1,Asian owner occupiers,C1b,Redbridge
E00018457,C,Settled Asians,C1,Asian owner occupiers,C1b,Redbridge
E00018458,C,Settled Asians,C1,Asian owner occupiers,C1b,Redbridge
E00018459,C,Settled Asians,C1,Asian owner occupiers,C1b,Redbridge
E00018460,C,Settled Asians,C1,Asian owner occupiers,C1b,Redbridge
E00018462,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Redbridge
E00018463,C,Settled Asians,C1,Asian owner occupiers,C1b,Redbridge
E00018464,C,Settled Asians,C1,Asian owner occupiers,C1b,Redbridge
E00018465,C,Settled Asians,C1,Asian owner occupiers,C1b,Redbridge
E00018466,C,Settled Asians,C1,Asian owner occupiers,C1b,Redbridge
E00018467,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2a,Redbridge
E00018468,C,Settled Asians,C1,Asian owner occupiers,C1b,Redbridge
E00018469,B,High Density & High Rise Flats,B1,Disadvantaged diaspora,B1a,Redbridge
E00018470,C,Settled Asians,C1,Asian owner occupiers,C1b,Redbridge
E00018471,C,Settled Asians,C1,Asian owner occupiers,C1b,Redbridge
E00018472,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1b,Redbridge
E00018473,C,Settled Asians,C1,Asian owner occupiers,C1b,Redbridge
E00018474,C,Settled Asians,C1,Asian owner occupiers,C1b,Redbridge
E00018475,C,Settled Asians,C3,East End Asians,C3d,Redbridge
E00018476,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2a,Redbridge
